Instance,Submission Date,Submitter,Duration,District,Kumban,Village,DELETED - Village Phin,Source type,RWS type,Extract BH,Extract DW,Extract SW,Distrib?,Distrib how,Distrib Pt #,Photo source,Get water,State extract,Yield (s),Women user,Men,User type,In use,Why not,Owner,Resp org.,Funds,Age,Manager,Water payT,Name RWS,Photo Pt 1,Lat,Lon,Elev,Geo code,Functionality,Quantity,Quality,Accessibility,Reliability,Photo of Source
8501134,14-10-2014 03:49:11 UTC,________ Vonglakhone,0:03:48,Phin,Khet 09,"04-09-067-?.?????-""Nathou",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/3c0ad39a-544a-466b-b1ec-3677cac0d515.jpg,No,,,3,2,Community,No,Not working,Community,National institution,International NGO,< 5,Community,,____ __,https://akvoflow-34.s3.amazonaws.com/images/462360b5-66a7-4563-af35-209b3398a475.jpg,16.70764581,105.8784046,160.9,5x7du3vts,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/3c0ad39a-544a-466b-b1ec-3677cac0d515.jpg
8501262,14-10-2014 23:32:59 UTC,_______ Phaiphanom,0:14:32,Phin,Khet 12,"04-12-104-?.????????-""Thongmixai",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e167c5ec-9acf-457a-a3c8-c8cbfd930807.jpg,Yes,Not well,16,2,2,School,Yes,,National institution,National institution,National institution,5 to 10,National institution,When break down,__________,https://akvoflow-34.s3.amazonaws.com/images/d1cfa762-7882-4f2a-8608-350d35cb83dc.jpg,16.28325053,105.7938318,159.1,5rsf79bf6,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/e167c5ec-9acf-457a-a3c8-c8cbfd930807.jpg
8501275,14-10-2014 14:00:04 UTC,_______ _________,0:19:47,Phin,Khet 13,"04-13-140-?.?????-""Kapang",,Ground / Spring,Dug Well,,Loose rope/ stick,,No,,,https://akvoflow-34.s3.amazonaws.com/images/80f93e51-21d4-4b30-81a8-1a711268c66b.jpg,Yes,Works well,3,2,5,Community,Yes,,Community,Community,Community,>20,Community,No payment,______________,https://akvoflow-34.s3.amazonaws.com/images/ccbefbb2-3660-4022-a741-6ab30e8ab160.jpg,16.28062699,106.0977582,159.3,5rr7pfcs1,No functionality,Met,Not met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/80f93e51-21d4-4b30-81a8-1a711268c66b.jpg
8501296,15-10-2014 06:02:57 UTC,______ Viengthong,0:14:03,Phin,Khet 11,"04-11-091-?.???????-""Tathaixe",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/670920d8-76ce-4ed7-8e92-e9e7be92629f.jpg,Yes,Works well,7,4,3,Community,Yes,,Community,National institution,Don't know,< 5,Community,When break down,_____________,https://akvoflow-34.s3.amazonaws.com/images/ca0e67d5-8fcb-426f-af79-3c92f2ff9f10.jpg,16.29406073,105.9539611,164.7,5rxdz961f,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/670920d8-76ce-4ed7-8e92-e9e7be92629f.jpg
8501453,15-10-2014 07:26:08 UTC,________ Vonglakhone,0:02:21,Phin,Khet 04,"04-04-018-??????-""Khamin",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/0e03186e-63ea-4849-8bf9-c9c7b669feb1.jpg,No,,,3,1,Community,No,Not working|Management,Community,National institution,National institution,5 to 10,Community,,____ ___,https://akvoflow-34.s3.amazonaws.com/images/f85d9d55-1103-4f17-8dc9-26cd02500f94.jpg,16.642151,106.0659543,227,5wdar1xv7,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/0e03186e-63ea-4849-8bf9-c9c7b669feb1.jpg
8501590,16-10-2014 00:31:29 UTC,_________ Laysavanh,0:08:53,Phin,Khet 14,"04-14-129-?.??????-""Houayhoi",,Ground / Spring,Borehole,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/0b46511a-2f15-49c3-88e1-65f1b2c574b1.jpg,Yes,Works well,15,1,2,Health center,Yes,,Community,National institution,National institution,< 5,Community,Fuel / Electricity,______________________________,https://akvoflow-34.s3.amazonaws.com/images/c16ba923-d32b-4d95-b596-d2849ac49afd.jpg,16.41682228,106.1294572,216.9,5ths7e1m6,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/0b46511a-2f15-49c3-88e1-65f1b2c574b1.jpg
8501629,16-10-2014 04:07:13 UTC,___ ______ _______,0:15:33,Phin,Khet 01,"04-01-004-????-""Napho",,Ground / Spring,Borehole,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/fe789d50-24a7-4c53-9a8b-0d2716889417.jpg,Yes,Works well,16,5,2,School,Yes,,Community,Community,Community,< 5,National institution,Time,_____________________,https://akvoflow-34.s3.amazonaws.com/images/99c05643-c7fd-4081-b2fa-01dc02c1b168.jpg,16.53190879,106.0023626,176.9,5uynf1sxj,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/fe789d50-24a7-4c53-9a8b-0d2716889417.jpg
8501643,16-10-2014 03:20:15 UTC,________ Vonglakhone,0:04:54,Phin,Khet 04,"04-04-034-?.?????-""Latueb",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b8c52384-b3db-4037-bc96-7a44b6feb1fb.jpg,Yes,Not well,10,3,3,Community,Yes,,Community,International NGO,International institution,< 5,Community,When break down,____ ____,https://akvoflow-34.s3.amazonaws.com/images/c745046b-9ea9-4af4-84db-9cafa2745066.jpg,16.58011513,106.109606,192.8,5vksq1fu0,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/b8c52384-b3db-4037-bc96-7a44b6feb1fb.jpg
8501660,16-10-2014 04:55:28 UTC,________ Vonglakhone,0:02:08,Phin,Khet 04,"04-04-025-?.???????-""Vangboung",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/c4c5523d-c2e3-4d9f-8040-40807c3a2fdf.jpg,No,,,3,1,Community,No,Not working,Community,National institution,National institution,< 5,Community,,____ ______,https://akvoflow-34.s3.amazonaws.com/images/7d31a21c-8516-49bd-b350-06a68061d994.jpg,16.60183196,106.1053298,173.9,5vurxkf25,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/c4c5523d-c2e3-4d9f-8040-40807c3a2fdf.jpg
8501661,16-10-2014 05:09:41 UTC,________ Vonglakhone,0:07:04,Phin,Khet 04,"04-04-025-?.???????-""Vangboung",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/6c3f3c50-e590-402f-a454-80ad8b28e5d7.jpg,Yes,Not well,12,4,2,Community,Yes,,Community,International NGO,International NGO,5 to 10,Community,When break down,____ ___,https://akvoflow-34.s3.amazonaws.com/images/17041eba-2282-4874-a386-d415fc8216e0.jpg,16.61962784,106.1062518,193.5,5w2y59ux2,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/6c3f3c50-e590-402f-a454-80ad8b28e5d7.jpg
8511034,17-10-2014 01:45:19 UTC,_______ Phaiphanom,0:06:26,Phin,Khet 12,"04-12-099-?.???-""Kae",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/572ddc5c-e5ea-436b-bc1c-96837aabfb55.jpg,Yes,Works well,14,2,3,Community,Yes,,Community,International institution,Don't know,< 5,Community,When break down,_.___,https://akvoflow-34.s3.amazonaws.com/images/23a10732-1118-4d81-9127-abdf1dd32ee7.jpg,16.34128749,105.8789729,174.4,5sj2wtmn9,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/572ddc5c-e5ea-436b-bc1c-96837aabfb55.jpg
8511222,18-10-2014 02:36:48 UTC,Lobinsanh,0:03:40,Phin,Khet 13,"04-13-110-?.?????????-""Vongsekeo",,Ground / Spring,Borehole,No extraction system,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ba75aa17-4a51-44d1-870a-25598d33ad18.jpg,No,,,2,3,Community,No,Not working,Community,International institution,International institution,10 to 20,Community,,_________________,https://akvoflow-34.s3.amazonaws.com/images/7031ca37-0020-4bf3-ac28-8f61584379b8.jpg,16.38586022,106.038432,143.5,5t3k6ls0w,No functionality,Not met,Met,Not met,NA,https://akvoflow-34.s3.amazonaws.com/images/ba75aa17-4a51-44d1-870a-25598d33ad18.jpg
8511229,18-10-2014 02:42:45 UTC,_______ _________,0:12:19,Phin,Khet 13,"04-13-116-?.??????-""kengxai",,Ground / Spring,Dug Well,,Loose rope/ stick,,No,,,https://akvoflow-34.s3.amazonaws.com/images/193cbdc3-1856-4f34-ae85-92bcd2672768.jpg,Yes,Works well,5,5,3,Community,Yes,,Community,Community,Community,10 to 20,Community,When break down,_________________,https://akvoflow-34.s3.amazonaws.com/images/d5025d36-8794-44f3-be18-cb1a67306aed.jpg,16.32992632,106.1067818,144.2,5sdv1dgaz,Partial functionality,Met,Not met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/193cbdc3-1856-4f34-ae85-92bcd2672768.jpg
8511277,18-10-2014 04:11:31 UTC,_____ Kayson,0:12:14,Phin,Khet 02,"04-02-013-???????????-""Mayphonsaat",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/f55c1133-e0e7-4ca3-8513-204092ca9a9c.jpg,Yes,Works well,14,0,2,Community,Yes,,Community,International NGO,International NGO,10 to 20,Community,When break down,________ _._____,https://akvoflow-34.s3.amazonaws.com/images/d3805acc-49f2-4113-87c3-d9c5e7497583.jpg,16.53859537,105.9666518,151.5,5v1q23poy,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/f55c1133-e0e7-4ca3-8513-204092ca9a9c.jpg
9340969,11-09-2014 00:32:17 UTC,_. ____,0:08:38,Atsaphone,Judsumnonrixai (Nakhae),"13-XX-033-???? ??????-""Nanoi",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b48835d1-55ab-4529-ae84-8e6ba6cc616a.jpg,No,Doesn't work,,9,6,Community,No,Not working,Community,International NGO,International NGO,10 to 20,Community,,____ ____,https://akvoflow-34.s3.amazonaws.com/images/7b610093-1770-4cca-a159-622bd567ddf0.jpg,17.05587594,105.1996607,112.1,61ncx968s,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/b48835d1-55ab-4529-ae84-8e6ba6cc616a.jpg
9341037,11-09-2014 00:48:51 UTC,_. _______,0:13:06,Atsaphone,Judsumnonrixai (Nakhae),"13-XX-031-???? ????-""Nakhae",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/4034947c-5783-47fe-98a0-b454acbd0045.jpg,Yes,Works well,45,5,8,Community,Yes,,Community,International NGO,International NGO,10 to 20,Community,When break down,_______,https://akvoflow-34.s3.amazonaws.com/images/b84f6e26-e759-4b5c-a7e8-6009e09ab9bd.jpg,16.99821587,105.1980734,185.8,60wvbz9ho,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/4034947c-5783-47fe-98a0-b454acbd0045.jpg
9341075,11-09-2014 01:41:11 UTC,_. _______,0:27:51,Atsaphone,Judsumkaengmom,"13-XX-041-???? ???????-""Kaengmeo",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/356eddf0-40d4-46ed-9133-24c70ee101d9.jpg,Yes,Works well,36,5,3,Community,Yes,,Community,International NGO,International NGO,< 5,Community,When break down,________,https://akvoflow-34.s3.amazonaws.com/images/6135f503-2ca2-45b1-96c3-9e3c5a35db67.jpg,17.08761392,105.4761677,131.3,621xufl49,No functionality,Not met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/356eddf0-40d4-46ed-9133-24c70ee101d9.jpg
9341197,12-09-2014 10:27:21 UTC,___ ________,0:12:38,Atsaphone,Judsumphonengarm,"13-XX-025-???? ???-""Bueng",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/849473ea-cd83-4f15-9e70-183c7345f88a.jpg,Yes,Works well,25,4,3,Community,Yes,,Community,International NGO,International NGO,5 to 10,Community,Community box,_____ ____ _____,https://akvoflow-34.s3.amazonaws.com/images/0d9983a8-65e7-472a-809e-14dcc12bb02e.jpg,16.88017445,105.2333824,182,5zen60eul,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/849473ea-cd83-4f15-9e70-183c7345f88a.jpg
9341231,12-09-2014 12:56:27 UTC,___ ________,0:19:53,Atsaphone,Judsumphonengarm,"13-XX-024-???? ????-""Phoxay",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/91243fc8-a5d4-4eba-ad01-b32d9a990248.jpg,Yes,Works well,28,2,4,Community,Yes,,Community,International NGO,International NGO,< 5,Community,Community box,_____ ____ ______,https://akvoflow-34.s3.amazonaws.com/images/7656f139-6083-4ef0-9422-ee20332c7bf5.jpg,16.88790866,105.2494473,117.1,5zi70955a,No functionality,Not met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/91243fc8-a5d4-4eba-ad01-b32d9a990248.jpg
9341303,12-09-2014 04:10:09 UTC,_.____,0:12:56,Atsaphone,Judsumnalaw,"13-XX-054-???? ?????????-""Houaynguakham",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e9486884-85e8-4f38-81aa-215fe852fa1d.jpg,Yes,Not well,80,4,6,Community,Yes,,Community,Community,Community,< 5,Community,When break down,___ _.___,https://akvoflow-34.s3.amazonaws.com/images/72934672-3245-4965-bb53-f88b496bbae0.jpg,16.83079241,105.5525565,179.6,5yryifpgl,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/e9486884-85e8-4f38-81aa-215fe852fa1d.jpg
9341324,12-09-2014 09:09:25 UTC,_. _________,0:13:33,Atsaphone,Kumban 02,"13-02-012-???? ?????-""Namon",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/0ae925dc-a7db-45c9-916e-62d46431cc8a.jpg,No,Doesn't work,,2,4,Community,No,Not working,Community,National institution,Don't know,10 to 20,Not in use,,_. __,https://akvoflow-34.s3.amazonaws.com/images/3fd3099a-8469-4b43-8b6b-e6f3262f466a.jpg,16.84417582,105.3830735,156,5yy3sji86,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/0ae925dc-a7db-45c9-916e-62d46431cc8a.jpg
9361081,10-09-2014 23:48:18 UTC,_. _______,0:16:24,Atsaphone,Judsumkaengmom,"13-XX-039-???? ???????-""Kaengdaeng",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b35f5b18-cd1a-4d9b-b2f3-5a3b39623a35.jpg,Yes,Works well,55,6,8,Community,Yes,,Community,International NGO,International NGO,5 to 10,Community,When break down,______,https://akvoflow-34.s3.amazonaws.com/images/0ee61582-2e76-4bed-a54c-7526bd23b8fa.jpg,17.08123918,105.4470465,140.1,61z0by1dy,No functionality,Not met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/b35f5b18-cd1a-4d9b-b2f3-5a3b39623a35.jpg
9361143,11-09-2014 02:25:37 UTC,_. _______,0:06:01,Atsaphone,Judsumnonrixai (Nakhae),"13-XX-036-???? ??????-""Kangtha",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/13c9fb2d-8742-4a41-9418-2464051d50f2.jpg,Yes,Works well,35,5,6,Community,Yes,,Community,International NGO,International NGO,10 to 20,Community,When break down,__________,https://akvoflow-34.s3.amazonaws.com/images/90d969eb-888e-4ff2-82fe-8e7a131201bb.jpg,17.03742738,105.2590015,130.6,61evslnla,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/13c9fb2d-8742-4a41-9418-2464051d50f2.jpg
9361144,11-09-2014 02:32:46 UTC,_._______ _______,0:24:50,Atsaphone,Judsumkaengmom,"13-XX-041-???? ???????-""Kaengmeo",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/1084bee3-e700-44a4-9739-21db83f87a6f.jpg,Yes,Works well,25,3,4,Community|Wat,Yes,,Community,International NGO,International NGO,< 5,Community,Community box,___,https://akvoflow-34.s3.amazonaws.com/images/c39dc0cf-3ada-4f42-8c17-bc0c96b3e679.jpg,17.08751756,105.4857808,153.6,621w6w8p5,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/1084bee3-e700-44a4-9739-21db83f87a6f.jpg
9361177,12-09-2014 01:48:36 UTC,____. ______,0:13:50,Atsaphone,Judsumnonrixai (Nakhae),"13-XX-033-???? ??????-""Nanoi",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/f8d3baec-25f1-4c64-8bc1-afe1735dd6ed.jpg,Yes,Works well,15,5,9,Community,Yes,,Community,International NGO,Don't know,< 5,Community,No payment,_____ ___ __,https://akvoflow-34.s3.amazonaws.com/images/a3732a26-bb72-4264-b063-5c5e5925a613.jpg,16.97285249,105.1813011,157.4,60l7xag4l,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/f8d3baec-25f1-4c64-8bc1-afe1735dd6ed.jpg
9361178,07-09-2014 04:02:31 UTC,_ ________,0:16:20,Atsaphone,Judsumnapord,"13-XX-047-????????????-""Xaiphonsim",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ba25988c-4695-4d93-8551-b1fc424d45f2.jpg,Yes,Works well,15,7,1,Community|Wat,Yes,,Community,International NGO,International NGO,< 5,Community,Community box,_ ______,https://akvoflow-34.s3.amazonaws.com/images/c301bd06-c228-4a96-8ee2-8b9f7a32a7bc.jpg,16.93342577,105.3901925,153,6033tor0t,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/ba25988c-4695-4d93-8551-b1fc424d45f2.jpg
9361215,12-09-2014 02:24:44 UTC,_ _____,0:21:16,Atsaphone,Kumban 02,"13-02-010-???? ??????????-""Dongwaidin",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/644847c7-9559-4691-ad85-75187e18a64f.jpg,Yes,Works well,15,6,2,Community|Wat,Yes,,Community,International NGO,International NGO,5 to 10,Community,Community box,___,https://akvoflow-34.s3.amazonaws.com/images/10442106-571e-413d-b416-a40746a25e2c.jpg,16.80182217,105.3630159,150.4,5yeneg0xq,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/644847c7-9559-4691-ad85-75187e18a64f.jpg
9361301,12-09-2014 02:47:13 UTC,Kayson,0:20:20,Atsaphone,Judsumphonengarm,"13-XX-022-???? ??????-""Phontoum",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/43f4b4e2-1411-4aab-9621-728368aede22.jpg,Yes,Not well,18,3,4,Community,Yes,,Community,International institution,International NGO,10 to 20,Community,No payment,______,https://akvoflow-34.s3.amazonaws.com/images/40d33afd-9fd8-4fb6-92f2-d35d916bd41a.jpg,16.89796289,105.2662322,150,5zmtdpuye,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/43f4b4e2-1411-4aab-9621-728368aede22.jpg
9361342,12-09-2014 04:10:22 UTC,___ _______,0:14:24,Atsaphone,Judsumnapord,"13-XX-045-???? ?????-""Nanhorn",,Surface,Pond or reservoir,,,Bucket (no rope),No,,,https://akvoflow-34.s3.amazonaws.com/images/55bda007-cd0d-4385-ac1d-ae8f4394dd50.jpg,Yes,Works well,13,5,3,Community,Yes,,Community,Community,Community,>20,Community,No payment,_________ _____,https://akvoflow-34.s3.amazonaws.com/images/949cb61b-089f-47b4-b473-3e101bbe9501.jpg,16.93445816,105.4901651,145.1,603kux8vp,No functionality,Met,Not met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/55bda007-cd0d-4385-ac1d-ae8f4394dd50.jpg
9361432,12-09-2014 07:00:30 UTC,_. ________   _. _____,0:10:17,Atsaphone,Judsumnalaw,"13-XX-060-???? ??????-""Nathom",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/525bd2b0-c6ce-4842-a630-ff41946794b5.jpg,No,Doesn't work,,6,6,Community,No,Not working,Community,National institution,National institution,10 to 20,Community,,_. _________,https://akvoflow-34.s3.amazonaws.com/images/65f3d007-9571-428b-a6d8-51d78b020c62.jpg,16.83736178,105.4104509,133.8,5yuz61kt4,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/525bd2b0-c6ce-4842-a630-ff41946794b5.jpg
9361485,12-09-2014 08:01:07 UTC,_. ________   _. _____,0:13:18,Atsaphone,Judsumnapord,"13-XX-048-???? ?????-""Napord",,Ground / Spring,Borehole,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/205c6b10-c27c-4f50-b695-05d569fb6c2b.jpg,Yes,Works well,18,0,7,Wat,Yes,,Community,International NGO,International NGO,>20,Community,Community box,_______________,https://akvoflow-34.s3.amazonaws.com/images/383aba9b-4d2e-4aaa-a83f-c6beb09f5fc0.jpg,16.91802787,105.3968423,162.7,5zw14xb0w,Full functionality,Met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/205c6b10-c27c-4f50-b695-05d569fb6c2b.jpg
9361603,12-09-2014 07:20:22 UTC,___ _____ _____________ +____ ______,0:11:10,Atsaphone,Kumban 02,"13-02-011-???? ????????-""Navangmon",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/47c2700f-34b9-4cd9-99d7-dcafc145b33a.jpg,No,Doesn't work,,2,2,School,No,Not working,Community,International NGO,International NGO,5 to 10,Community,,_________ _ _________,https://akvoflow-34.s3.amazonaws.com/images/b7619017-4c96-435e-883a-2396bbb4a93a.jpg,16.82934106,105.3695377,152.7,5yraj54vz,No functionality,Not met,Met,NA,NA,https://akvoflow-34.s3.amazonaws.com/images/47c2700f-34b9-4cd9-99d7-dcafc145b33a.jpg
9361614,12-09-2014 07:42:39 UTC,___ _____ _____________ +____ ______,0:17:22,Atsaphone,Directly under district,"13-XX-002-????????-""Nakudjarn",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b481a83d-fd17-49c5-8a45-29ec1189dadc.jpg,Yes,Works well,10,5,1,School,Yes,,Community,International NGO,International NGO,< 5,Community,Time,______________________1,https://akvoflow-34.s3.amazonaws.com/images/7577e867-dcf5-4c26-ad41-9ef2aca14293.jpg,16.8417466,105.3286221,111.8,5ywzls5t2,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/b481a83d-fd17-49c5-8a45-29ec1189dadc.jpg
9361817,12-09-2014 08:48:00 UTC,_. _________,0:14:30,Atsaphone,Kumban 02,"13-02-011-???? ????????-""Navangmon",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/c4a024f7-3c3f-4833-890c-b776675802bf.jpg,Yes,Works well,12,6,5,Community|School,Yes,,Community,National institution,National institution,5 to 10,Community,No payment,____________________,https://akvoflow-34.s3.amazonaws.com/images/70a3ddbb-c426-4c51-b7b6-5680dd227745.jpg,16.82573553,105.3740195,125.1,5ypmtub3g,Partial functionality,Met,Met,Not met,Met,https://akvoflow-34.s3.amazonaws.com/images/c4a024f7-3c3f-4833-890c-b776675802bf.jpg
9361840,12-09-2014 09:00:15 UTC,_. _________,0:14:46,Atsaphone,Kumban 02,"13-02-011-???? ????????-""Navangmon",,Ground / Spring,Borehole,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/f4e66069-4a63-4511-8c68-2dd39a81df33.jpg,Yes,Not well,33,0,1,Community|School,Yes,,Community,International NGO,International NGO,5 to 10,Community,Community box,___________________,https://akvoflow-34.s3.amazonaws.com/images/74f0b81a-9ec3-4d1a-bd78-50636a48b037.jpg,16.83167375,105.3513679,149.4,5ysd2d495,Partial functionality,Not met,Met,Met,Met,https://akvoflow-34.s3.amazonaws.com/images/f4e66069-4a63-4511-8c68-2dd39a81df33.jpg
