Identifier,Date*,Submitter,District,Village AtsVillage Phin,Quality,Quantity,Accessibility,Reliability,FS,HH_user_#,Get_Water,RWS type,Extract BH,Extract DW,Extract SW,Distrib?,Distrib how,Distrib Pt #,Photo source,Get water,State extract,User type,In use,Why not,Owner,Resp org.,Funds,Age,Manager,Water payT,Photo Pt 1,Lat,Long,HH # user,Drink prop',Main - why drink,Main - Not drink,Month used,Month water enough,Photo_Pt2,Photo_Pt3,Photo_Pt4,Photo_Pt5
3wfg-dafe-8keb,41894,_. ________ ______,13 - 13 - Atsaphone,"13-04-019-____ ______-""Donkoong",2,5,3,,2,30,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/11bc974e-82c2-4a68-b49e-8d97a2d061ef.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/6ab7fe8f-b8cc-476b-ae77-f3f2ac3016db.jpg,16.92116943,105.2548747,30,Nobody,,,12,12,,,,
3xf7-3taj-8afv,41894,_ ________,13 - 13 - Atsaphone,"13-01-006-____ _________-""Nahangnoi",2,5,4,,2,10,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/136cd7f4-ca9d-4346-97d1-0552028a0cda.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/9d6bd7a8-6050-418a-b1df-a4a5c28180cb.jpg,16.86903415,105.3680433,10,Nobody,,,12,12,,,,
40ae-xvwf-4525,41894,_.____,13 - 13 - Atsaphone,"13-XX-046-____ ________-""Tonphosee",2,5,4,,2,18,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/71d3edd3-52db-4d67-963a-1a0eb3710279.jpg,Yes,Works well,Community,Yes,,Community,National institution,National institution,15-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/737953e9-0ad5-4aa1-b922-54c9d883dcbc.jpg,16.94347208,105.4501683,18,Nobody,,,12,12,,,,
43ys-kpqb-d2se,41894,___ _______,13 - 13 - Atsaphone,"13-XX-024-____ ____-""Phoxay",5,4,4,,4,16,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/c8e63ff2-0c53-4645-849e-27438f27d5f2.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,15-Oct,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/23475e66-f8ab-41cd-a143-a8c2db258ba1.jpg,16.88854813,105.2482205,16,All,Good colour,,12,12,,,,
457y-2jfy-fv51,41894,_._________,13 - 13 - Atsaphone,"13-XX-056-____ _________-""Houayduea",2,5,4,,2,14,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e0dcf225-9c8b-43e0-9cf0-6539eb1b721d.jpg,Yes,Works well,School,Yes,,Community,Community,Community,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/44ff7d02-6c46-4ca4-b3a1-aca88761b2c6.jpg,16.82849345,105.4877752,14,Nobody,,,12,12,,,,
47kh-xj0u-qufa,41894,___ _______,13 - 13 - Atsaphone,"13-XX-027-______-""Phonngarm",2,5,3,,2,22,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/8075a090-fd93-42fd-9370-84dc01f91760.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,15-Oct,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/6f0f9aed-7adf-4fc0-be66-10bb820a40d2.jpg,16.87635979,105.2188998,22,Nobody,,,12,12,,,,
4b9q-m0gn-cd2m,41894,Kayson,13 - 13 - Atsaphone,"13-XX-022-____ ______-""Phontoum",5,5,2,,2,30,1,Spring,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ebf5d8cf-0d93-4226-80c4-d6b7ac1610ca.jpg,Yes,Works well,Community|Private,Yes,,Private,Private,Private,15-Oct,Private,No payment,https://akvoflow-34.s3.amazonaws.com/images/f1e823be-605c-424c-9824-3c7ecf1aa3bd.jpg,16.90225839,105.2590823,30,All,Good taste,,8-Sep,12,,,,
4evb-fufs-9jpa,41894,Kayson,13 - 13 - Atsaphone,"13-XX-022-____ ______-""Phontoum",5,2,1,,1,0,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/cd607f1a-abdb-4452-87ab-d49e1fb13714.jpg,Yes,Not well,_________,No,,Community,International NGO,International NGO,>20,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/a19458fa-e489-4c53-a50f-e8983ca6e0dd.jpg,16.89787625,105.2649111,,Not in use,,,0-4,12,,,,
4fag-wwry-e6fu,41894,_.______ __________,13 - 13 - Atsaphone,"13-XX-052-____ _____-""Viengxai",2,5,3,,2,30,1,DW,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/3ed3803e-1ed1-496c-8e01-2b652c3d865d.jpg,Yes,Works well,Community,Yes,,Community,Community,Community,< 5 years,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/001a6a14-6ef9-4329-8238-6bf890b00e52.jpg,16.88064377,105.4568328,30,All,Good taste,,12,12,,,,
4kct-r3kc-sfep,41894,_. ________   _. _____,13 - 13 - Atsaphone,"13-XX-060-____ ______-""Nathom",2,5,2,,2,110,1,DW,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/9ed1c9d8-fb82-4783-b755-004d15b87100.jpg,Yes,Works well,Community,Yes,,Community,Community,Community,5-Oct,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/d6fcc2cb-69ef-4b22-8f07-381791fd26e2.jpg,16.83862438,105.4121621,110,All,Good taste,,12,12,,,,
4mrn-w01m-5p2m,41894,Kayson,13 - 13 - Atsaphone,"13-XX-022-____ ______-""Phontoum",3,5,4,,3,6,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/5076abb2-3ad4-414a-a7ef-595b45446188.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/52ddafc6-6f68-4a28-82e7-393e54ec853c.jpg,16.89726527,105.2676121,6,Many,Good colour,,10-Nov,12,,,,
4n30-mbhp-rg4,41894,___ ________,13 - 13 - Atsaphone,"13-XX-024-____ ____-""Phoxay",5,2,4,,2,4,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/0bbdacfa-92a6-4a9f-b574-1bde2a05ed2d.jpg,No,Doesn't work,Community,No,Not working,Community,International NGO,International NGO,5-Oct,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/7e46d2a8-f82c-4ddb-9d40-bba4cefe28d9.jpg,16.88814453,105.2479396,4,All,Good colour,,0-4,8-Sep,,,,
4ut4-dm62-p0ej,41894,_. _________ __________,13 - 13 - Atsaphone,"13-XX-029-____ _______-""Parkkada",5,2,4,,2,7,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/75d8797f-33e5-4fda-98e7-ec1d7970965d.jpg,Yes,Not well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/6b0ca0b8-965d-4d09-a8a9-a51ee304e7cd.jpg,16.88124846,105.144761,7,All,Safe,,12,12,,,,
4xqv-u54h-23tq,41894,___ _______,13 - 13 - Atsaphone,"13-XX-055-____ ________-""Dongkhankham",2,4,4,,2,15,1,DW,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/89b392d6-6f4b-4eb8-b043-500a25ca746a.jpg,Yes,Works well,Community,Yes,,Community,Community,Community,15-Oct,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/47b5cc55-00ef-45ad-a135-28e78354ec42.jpg,16.87241725,105.5329151,15,All,Good taste,,8-Sep,8-Sep,,,,
529m-hecu-u1me,41894,_. ________   _. _____,13 - 13 - Atsaphone,"13-XX-048-____ _____-""Napord",5,2,4,,2,20,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/4d57e81a-dcc1-490f-916c-13345ad6a48e.jpg,No,Doesn't work,Community,No,Not working,Community,National institution,National institution,< 5 years,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/9283764c-ba0a-4722-913c-b43f9470a538.jpg,16.912251,105.4107551,20,Nobody,,,12,12,,,,
54kb-r1wk-09ky,41894,_. _________,13 - 13 - Atsaphone,"13-02-011-____ ________-""Navangmon",2,2,4,,2,9,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/f4e66069-4a63-4511-8c68-2dd39a81df33.jpg,Yes,Not well,Community|School,Yes,,Community,International NGO,International NGO,5-Oct,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/74f0b81a-9ec3-4d1a-bd78-50636a48b037.jpg,16.83167375,105.3513679,9,Few,______,,12,12,,,,
58hq-wgbh-e7tu,41894,___ ________,13 - 13 - Atsaphone,"13-04-017-____ ______-""Kudsung",2,4,3,,2,21,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/18fae354-42ff-46ad-8870-cd46396dde21.jpg,Yes,Works well,School,Yes,,National institution,International NGO,International NGO,< 5 years,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/89e0b851-434d-485b-bb77-e06aca41e442.jpg,16.89929007,105.3158193,21,Nobody,,,12,12,,,,
58s6-um27-ewr,41894,___ _____ _____________ +____ ______,13 - 13 - Atsaphone,13-XX-002-__________ - NakoudJan,2,5,4,,2,5,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/df9988fc-55ad-4006-8707-9d5fcb65549d.jpg,Yes,Not well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/360b2893-e65a-4c2d-b59d-dc2b2fdba87d.jpg,16.82838695,105.3321466,5,Nobody,,,12,12,,,,
5ak8-e5hy-948a,41894,_. _________ __________,13 - 13 - Atsaphone,"13-XX-029-____ _______-""Parkkada",5,2,4,,2,3,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/1fbeeb1b-63e9-43d3-809e-d66e6571314b.jpg,No,Doesn't work,Community,No,Not working,Community,International NGO,International NGO,15-Oct,International NGO,When break down,https://akvoflow-34.s3.amazonaws.com/images/8895c075-0a73-4936-9bad-aa5fdebfd91c.jpg,16.88160038,105.1972114,3,All,Good colour,,12,12,,,,
5bpq-wmyj-qqne,41894,_.______ __________,13 - 13 - Atsaphone,"13-XX-049-____ ______-""Kudhin",5,2,4,,2,17,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/8804b3f4-c32b-4287-bd34-e341abe32ca9.jpg,No,Doesn't work,Community,No,Not working,Community,International NGO,International NGO,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/2dfa9d02-e6c1-410f-80d1-a485b9122944.jpg,16.86365312,105.3977864,17,Nobody,,,12,12,,,,
5c9f-f66q-vdhg,41894,_. _________ __________,13 - 13 - Atsaphone,"13-03-016-____ _________-""Namarkkea",2,5,4,,2,20,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/527c7f35-8a81-4d76-b6ff-a473b24db086.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/b8917727-d806-400a-941f-577755b7426d.jpg,16.89765491,105.2739041,20,Nobody,,,12,12,,,,
5dp8-b65q-d4sy,41894,_. ________   _. _____,13 - 13 - Atsaphone,"13-XX-048-____ _____-""Napord",2,5,4,,2,15,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/8e97cb4c-8b8f-40cc-9346-6663b5520186.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/710e0e7c-8c02-4a87-be51-5a98f1c431c5.jpg,16.91778914,105.3973212,15,Nobody,,,12,12,,,,
5h58-wvjm-njft,41894,___ _____ _____________ +____ ______,13 - 13 - Atsaphone,13-XX-002-__________ - NakoudJan,2,5,4,,2,7,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/50605867-9239-4fce-9014-17bebaeb15cd.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/0c485202-b6a3-4d70-814e-36c65bac1bd2.jpg,16.831965,105.3314401,7,Nobody,,,12,12,,,,
5h92-4tvm-adtc,41894,Kayson,13 - 13 - Atsaphone,"13-XX-028-_________-""Kathinggnai",2,4,5,,2,1,1,BH|Pond / reservoir,Motor pump,,,Yes,Gravity,1,https://akvoflow-34.s3.amazonaws.com/images/e8e126e5-7e47-4135-b875-632a9eaabb64.jpg,Yes,Works well,School|Health center,Yes,,_______,International NGO,International NGO,15-Oct,_______,Fuel / Electricity,https://akvoflow-34.s3.amazonaws.com/images/c2ecd038-6ee2-4ec3-a4cd-dfccae8ede71.jpg,16.88599485,105.2124424,1,Nobody,,,12,12,,,,
5jfy-gby5-q513,41894,_. ________   _. _____,13 - 13 - Atsaphone,"13-XX-060-____ ______-""Nathom",5,2,4,,2,28,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/e6005353-be8e-4dce-bd59-0a45cd702ea7.jpg,No,Doesn't work,Community,No,Not working,Community,National institution,National institution,15-Oct,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/74b65661-b379-4b4d-b951-8f601556760d.jpg,16.8355878,105.4122443,28,Nobody,,,12,12,,,,
5ppg-epj4-f7md,41894,_. _________,13 - 13 - Atsaphone,"13-XX-003-____ ________-""Phakkagna",2,2,5,,2,1,1,BH,Motor pump,,,Yes,Same pump used for extraction,1,https://akvoflow-34.s3.amazonaws.com/images/546c7002-6c46-4add-b13e-afbe0c2cd168.jpg,Yes,Works well,Private,Yes,,Private,International NGO,International NGO,15-Oct,Private,Community box,https://akvoflow-34.s3.amazonaws.com/images/7146c3ec-06be-441a-b489-4ea0eb27dd4b.jpg,16.85578045,105.3358943,1,Nobody,,,10-Nov,5-Jul,,,,
5w3b-y25q-muan,41894,___ ________,13 - 13 - Atsaphone,"13-XX-025-____ ___-""Bueng",2,5,5,,2,1,1,DW,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/db017090-8c03-4e22-bab5-c71d24d4c389.jpg,Yes,Works well,Community,Yes,,Community,Community,Community,>20,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/a51a6140-8f8e-4d21-8d95-9d9a1cf52673.jpg,16.88104773,105.2351107,1,Nobody,,,12,12,,,,
5x6j-g7xr-yu7h,41894,_. ________   _. _____,13 - 13 - Atsaphone,"13-XX-048-____ _____-""Napord",2,5,4,,2,12,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/73403adf-04e7-48ec-a528-541056b1226a.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/b92292ae-f1ca-4017-8f1f-6a53722d1472.jpg,16.91421055,105.4005696,12,Nobody,,,12,12,,,,
5xb4-wgtd-nxdt,41894,_. ________   _. _____,13 - 13 - Atsaphone,"13-XX-048-____ _____-""Napord",2,5,4,,2,20,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/005bc364-78e4-49e9-acca-0ac39cb18417.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/eeea6c8d-8728-4b2f-b313-ca5a546c8d0e.jpg,16.91264823,105.4001491,20,Nobody,,,12,12,,,,
61nw-d027-6r1f,41894,___ _____ _____________ +____ ______,13 - 13 - Atsaphone,"13-02-012-____ _____-""Namon",2,4,3,,2,25,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/c11a44f1-773a-4480-aa1e-cb990b1a091e.jpg,Yes,Works well,School,Yes,,Community,International NGO,International NGO,15-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/e0ec69c4-36b8-4d4b-8918-cd9c2ccb3a86.jpg,16.84068965,105.3801449,25,Nobody,,,8-Sep,12,,,,
6ce5-tvda-07tu,41894,_.______ __________,13 - 13 - Atsaphone,"13-XX-057-____ _______-""Nalaw",2,2,4,,2,8,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/9dd8cf9e-d69e-4b29-9c35-c1cd68a431d8.jpg,Yes,Not well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/39de4558-5bda-46a7-ac61-7a104389e114.jpg,16.83685003,105.4667217,8,Nobody,,,12,12,,,,
6ct6-wkmu-4ns4,41894,_____,13 - 13 - Atsaphone,"13-04-020-____ ______-""Kokdaeng",2,2,2,,2,4,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b25c0a48-b1b3-472b-920f-a63caead9f11.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/49d93f8a-306c-42b1-8084-621f2acb2f63.jpg,16.92012141,105.2484275,4,Nobody,,,10-Nov,8-Sep,,,,
6dk8-fsqy-e9bj,41894,_. _________ __________,13 - 13 - Atsaphone,"13-03-016-____ _________-""Namarkkea",2,4,2,,2,55,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/0a226392-b62f-4a86-ab33-278784c630c8.jpg,Yes,Works well,School,Yes,,Community,National association,National association,< 5 years,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/d7ab750f-4b7a-4986-af6b-0c3effe586e5.jpg,16.89508555,105.2758479,55,Nobody,,,8-Sep,12,,,,
6erm-9jmq-mv5g,41894,___ _______,13 - 13 - Atsaphone,"13-XX-055-____ ________-""Dongkhankham",5,2,4,,2,12,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/339b1256-dcb4-4b96-881d-1e1dc2060dd5.jpg,No,Doesn't work,Community,No,Not working,Community,Community,Community,15-20,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/bb17bf42-9da7-4a13-8669-b144bfc1b8c2.jpg,16.88435375,105.5532496,12,Nobody,,,12,12,,,,
6kyb-mxb4-uqrr,41894,___ ________,13 - 13 - Atsaphone,"13-XX-025-____ ___-""Bueng",3,5,4,,3,9,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/ce67be23-804b-439e-a670-e664284d85f1.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/b4b7c397-9405-49cd-89fd-5ad778554cae.jpg,16.8803274,105.2342819,9,Half,Good colour,,12,12,,,,
6n2n-df9h-s32u,41894,___ _______,13 - 13 - Atsaphone,"13-XX-045-____ _____-""Nanhorn",5,4,4,,4,40,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/b53271c1-d30b-41a3-a180-5b98517c7742.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/f3fc27aa-b7d4-43b0-88da-b4893b4d3a9d.jpg,16.93153326,105.4921663,40,All,Good taste,,12,12,,,,
6p2v-k3gq-wjua,41894,___ _______,13 - 13 - Atsaphone,"13-XX-058-____ _______-""Nakapong",2,4,2,,2,58,1,DW,,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/7663e9c0-a6a0-4c5b-aaa8-e9783bf182e1.jpg,Yes,Works well,Community,Yes,,Community,Community,Community,>20,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/af6c9734-6654-4fb6-b167-84cc43799cd5.jpg,16.856183,105.4443942,58,All,Good taste,,12,8-Sep,,,,
6pdg-absm-1wwj,41894,_.____,13 - 13 - Atsaphone,"13-XX-050-____ _________-""Buengphanae",2,5,4,,2,14,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/8a282f6a-0903-4c98-a1ae-0434a86cc47a.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/80da0183-cc5b-4db2-b390-70b08b4bc81a.jpg,16.89209507,105.4560669,14,Nobody,,,12,12,,,,
6r9b-ybb9-uccd,41894,___ _______,13 - 13 - Atsaphone,"13-XX-023-____ _______-""Phonnadee",2,5,4,,2,7,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/96c8173e-cef5-432c-a180-6da3017f8dc7.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,15-Oct,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/77675360-f19c-45ad-b570-25ac3e140b94.jpg,16.88493573,105.2587356,7,Nobody,,,12,12,,,,
6s1s-h1dt-d2g,41894,_ _____,13 - 13 - Atsaphone,"13-01-006-____ _________-""Nahangnoi",2,4,4,,2,16,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/d040882e-3d67-4caa-8136-42562939ebc1.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/9e8454ba-34f3-42a4-8a2d-2fbc16b9b514.jpg,16.86808786,105.3679634,16,Nobody,,,12,12,,,,
6tdb-6384-b0wg,41894,___ _______,13 - 13 - Atsaphone,"13-XX-024-____ ____-""Phoxay",5,2,4,,2,18,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/30cd7efb-ccc3-4c19-bdd1-4ef062d13256.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/cb61027d-d71a-48f2-aad2-e8bab5a2df83.jpg,16.88892243,105.2488462,18,All,Good colour,,12,8-Sep,,,,
6x0s-ts4a-v941,41894,___ _____ _____________ +____ ______,13 - 13 - Atsaphone,"13-02-012-____ _____-""Namon",5,1,1,,1,0,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/59b7fe8f-aa9b-45ae-929b-43460ef09bab.jpg,No,Doesn't work,Community,No,Not working,Community,International NGO,International NGO,15-Oct,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/9b61731a-b3dc-414e-84ee-eab064cb9664.jpg,16.84274505,105.3822806,,Not in use,,,0-4,0-4,,,,
72ct-63mp-at45,41894,___ _______,13 - 13 - Atsaphone,"13-XX-045-____ _____-""Nanhorn",2,4,4,,2,20,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/632fa068-b65f-4082-847e-6d5dc8731572.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,When break down,https://akvoflow-34.s3.amazonaws.com/images/4da64104-caa1-452f-9f1a-f32c9adcb9f7.jpg,16.93155536,105.4889398,20,Nobody,,,12,12,,,,
74ea-h5r4-epd8,41894,___ _______,13 - 13 - Atsaphone,"13-XX-045-____ _____-""Nanhorn",2,4,4,,2,1,1,BH,Motor pump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/0d11500e-09f5-4b70-ad97-d9526aba6b51.jpg,Yes,Works well,Private,Yes,,Private,National institution,National institution,5-Oct,Private,When break down,https://akvoflow-34.s3.amazonaws.com/images/d136fad5-7329-4d8b-85c4-c560dc8c7c98.jpg,16.93151266,105.4909727,1,Nobody,,,12,12,,,,
74et-n00r-xbw3,41894,___ _______,13 - 13 - Atsaphone,"13-XX-045-____ _____-""Nanhorn",2,2,4,,2,42,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/d102c9ee-de1f-42ed-b865-dc9cf6fdf81b.jpg,Yes,Works well,School,Yes,,_______________,International NGO,International NGO,< 5 years,_____________,When break down,https://akvoflow-34.s3.amazonaws.com/images/63a20c53-4a5b-4695-98f8-3b4a2f871d45.jpg,16.93086194,105.4871663,42,Nobody,,,8-Sep,12,,,,
77k0-mabn-bqhm,41894,_____,13 - 13 - Atsaphone,"13-04-020-____ ______-""Kokdaeng",2,5,4,,2,3,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/22cf084a-dadb-41d0-bb76-a3661ebc3814.jpg,Yes,Works well,Community,Yes,,Community,International NGO,International NGO,< 5 years,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/31ea137c-392b-4591-8f75-e2842fa7c0ec.jpg,16.91993423,105.2488407,3,Nobody,,,12,12,,,,
78dq-71hr-163n,41894,___ ________,13 - 13 - Atsaphone,"13-04-017-____ ______-""Kudsung",5,2,4,,2,14,0,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/3a86bee0-44da-43d5-bc02-b612f489801e.jpg,No,Doesn't work,Community,No,Not working,Community,International NGO,International NGO,15-Oct,Community,No payment,https://akvoflow-34.s3.amazonaws.com/images/92cd1d8b-b804-42fd-ac6e-064aea435f0f.jpg,16.90294393,105.3067953,14,Many,Good colour,,5-Jul,8-Sep,,,,
7e75-ptbu-r0a7,41894,_.______ __________,13 - 13 - Atsaphone,"13-XX-052-____ _____-""Viengxai",2,2,4,,2,20,1,BH,Handpump,,,No,,,https://akvoflow-34.s3.amazonaws.com/images/da0efd97-5686-4b91-8889-5ba416f612e2.jpg,Yes,Not well,Community,Yes,,Community,International NGO,International NGO,5-Oct,Community,Community box,https://akvoflow-34.s3.amazonaws.com/images/08fe3490-02b0-470b-89cb-1efd6028c692.jpg,16.8799711,105.4618336,20,Nobody,,,12,12,,,,
